epoch,n,ce,acc,rtd
0,2000.0,2.3021372146606445,0.1,0.0009717659838497639
1,2000.0,2.3014558048248293,0.149,0.0009220769838429988
2,2000.0,2.299984552383423,0.1535,0.00092147875437513
3,2000.0,2.296374433517456,0.168,0.0009322635773569345
4,2000.0,2.2873683071136472,0.182,0.0009516808069311082
